COc1cc2ncnc(Nc3cc(Br)c(O)c(Br)c3)c2cc1OC	KIN001-055
CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=CC=C3)NC(=O)N4CCNC4=O)C(=O)[O-])C.[Na+]	AZLOCILLIN SODIUM
CCC(C)C1C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NCCCCC(C(=O)NC(C(=O)N1)CCCN)NC(=O)C(C(C)CC)NC(=O)C(CCC(=O)O)NC(=O)C(CC(C)C)NC(=O)C2CSC(=N2)C(C(C)CC)N)CC(=O)N)CC(=O)O)CC3=CN=CN3)CC4=CC=CC=C4	MLS002695992
C1=CC=C(C=C1)C2=CC(=O)C3=C(C(=C(C=C3O2)OC4C(C(C(C(O4)C(=O)O)O)O)O)O)O	Baicalin
CC1=CC=C(C=C1)S(=O)(=O)C=CC#N	bay 11-7082
CC1=C(N(C2=C1C=C(C=C2)O)CC3=CC=C(C=C3)OCCN4CCCCCC4)C5=CC=C(C=C5)O.Cl	Bazedoxifene HCl
CCC(=O)OCC(=O)C1(C(CC2C1(CC(C3(C2CCC4=CC(=O)C=CC43C)Cl)O)C)C)OC(=O)CC	BECLOMETHASONE DIPROPIONATE
CCC1(CC(=O)NC(=O)C1)C	bemegride
CCOC(=O)C(CCC1=CC=CC=C1)NC2CCC3=CC=CC=C3N(C2=O)CC(=O)O.Cl	BENAZEPRIL HYDROCHLORIDE
C1=CC=C(C=C1)CC2NC3=C(C=C(C(=C3)C(F)(F)F)S(=O)(=O)N)S(=O)(=O)N2	BENDROFLUMETHIAZIDE
CC1=NC=C(C(=N1)N)CN(C=O)C(=C(CCOP(=O)(O)O)SC(=O)C2=CC=CC=C2)C	benfotiamine
C/C(=C(/CCOP(=O)(O)O)SC(=O)c1ccccc1)N(C=O)Cc1cnc(C)nc1N	benfotiamine
CC1=C(C(C(=C(N1)C)C(=O)OC2CCCN(C2)CC3=CC=CC=C3)C4=CC(=CC=C4)[N+](=O)[O-])C(=O)OC.Cl	benidipine hydrochloride
C1=CC(=C(C(=C1CNNC(=O)C(CO)N)O)O)O.Cl	BENSERAZIDE HYDROCHLORIDE
CCC1=C(C2=CC=CC=C2O1)C(=O)C3=CC(=C(C(=C3)Br)O)Br	benzbromarone
CC(C)(C)CC(C)(C)C1=CC=C(C=C1)OCCOCC[N+](C)(C)CC2=CC=CC=C2.[Cl-]	benzethonium chloride
CCOC(=O)C1=CC=C(C=C1)N	benzocaine
C1=CC=C(C=C1)C(=O)O	benzoic acid
CN1C2CCC1CC(C2)OC(C3=CC=CC=C3)C4=CC=CC=C4.CS(=O)(=O)O	BENZTROPINE MESYLATE
CN1[C@@H]2CC[C@@H]1CC(OC(c1ccccc1)c1ccccc1)C2	BENZTROPINE MESYLATE
CN(C)CCCOC1=NN(C2=CC=CC=C21)CC3=CC=CC=C3.Cl	Benzydamine hydrochloride
C[N+](C)(CCOC1=CC=CC=C1)CC2=CC=CC=C2.C1=CC=C2C=C(C(=CC2=C1)C(=O)O)[O-]	BEPHENIUM HYDROXYNAPHTHOATE
C1CN(CCC1OC(C2=CC=C(C=C2)Cl)C3=CC=CC=N3)CCCC(=O)O.C1=CC=C(C=C1)S(=O)(=O)O	Bepotastine besilate
COC1=C(C2=C[N+]3=C(C=C2C=C1)C4=CC5=C(C=C4CC3)OCO5)OC.[Cl-]	berberine chloride
COC1=C2C=CC(=O)OC2=CC3=C1C=CO3	Bergapten
CC1=C(C(CCC1)(C)C)C=CC(=CC=CC(=CC=CC=C(C)C=CC=C(C)C=CC2=C(CCCC2(C)C)C)C)C	beta-carotene
CNCCC1=CC=CC=N1.Cl.Cl	Betahistine dihydrochloride
CC1CC2C3CCC4=CC(=O)C=CC4(C3(C(CC2(C1(C(=O)CO)O)C)O)F)C	betamethasone
C1=CC=C(C=C1)C(=O)NCCC(=O)O	Betamipron
CC(C[N+](C)(C)C)OC(=O)N.[Cl-]	Bethanechol chloride
CC(C)(C(=O)O)OC1=CC=C(C=C1)CCNC(=O)C2=CC=C(C=C2)Cl	bezafibrate
CN1C2=CN=C3C=CC(=CC3=C2N(C1=O)C4=CC(=C(C=C4)N5CCNCC5)C(F)(F)F)C6=CN=C(C=C6)OC.C(=CC(=O)O)C(=O)O	NVP-BGT226
C1=CC=C(C=C1)C2=CC=C(C=C2)C(C3=CC=CC=C3)N4C=CN=C4	bifonazole
CCNC(=O)CCCC=CCC1C(CC(C1C=CC(CCC2=CC=CC=C2)O)O)O	Bimatoprost
C1C2C(C(S1)CCCCC(=O)O)NC(=O)N2	Bioepiderm
C1CCN(CC1)CCC(C2CC3CC2C=C3)(C4=CC=CC=C4)O.Cl	Biperiden hydrochloride
CC(=O)OC1=CC=C(C=C1)C(C2=CC=C(C=C2)OC(=O)C)C3=CC=CC=N3	bisacodyl
CC(C)NCC(COC1=CC=C(C=C1)COCCOC(C)C)O.C(=CC(=O)O)C(=O)O	Bisoprolol fumarate
CC(C)NCC(COC1=CC=C(C=C1)COCCOC(C)C)O.CC(C)NCC(COC1=CC=C(C=C1)COCCOC(C)C)O.C(=CC(=O)O)C(=O)O	Bisoprolol fumarate
CN1CCCN(CC1)C2=NC3=CC(=C(C=C3C(=N2)NC4CCN(CC4)CC5=CC=CC=C5)OC)OC.Cl.Cl.Cl	1392399-03-9
CN(C)CC1=CC(=CC=C1)NC(=C2C3=C(C=C(C=C3)C(=O)N)NC2=O)C4=CC=CC=C4	BIX02188
CC1=C(N=C(N=C1N)C(CC(=O)N)NCC(C(=O)N)N)C(=O)NC(C(C2=CN=CN2)OC3C(C(C(C(O3)CO)O)O)OC4C(C(C(C(O4)CO)O)OC(=O)N)O)C(=O)NC(C)C(C(C)C(=O)NC(C(C)O)C(=O)NCCC5=NC(=CS5)C6=NC(=CS6)C(=O)NCCC[S+](C)C)O.OS(=O)(=O)[O-]	Bleomycin sulfate
Cc1c(N)nc([C@H](CC(N)=O)NC[C@H](N)C(N)=O)nc1C(=O)N[C@H](C(=O)N[C@H](C)[C@@H](O)[C@H](C)C(=O)N[C@H](C(=O)NCCc1nc(-c2nc(C(=O)NCCC[S+](C)C)cs2)cs1)[C@@H](C)O)[C@@H](O[C@@H]1O[C@@H](CO)[C@@H](O)[C@H](O)[C@@H]1O[C@H]1O[C@H](CO)[C@@H](O)[C@H](OC(N)=O)[C@@H]1O)c1c[nH]cn1.O=S(=O)(O)O	Bleomycin sulfate
CC1=C(C2=C(N1C(=O)C3=CC=C(C=C3)Cl)C=CC(=C2)OC)CC(=O)N4CCOCC4	BML-190
CCCCOC1=C2C=NNC2=NC=C1C(=O)C3=C(C=C(C=C3F)C)F	UNII-4GF4A623RF
CC1CN(CCN1C(=O)C(=O)C2=CNC3=NC=CC(=C23)OC)C(=O)C4=CC=CC=C4	BMS-378806
CC1=C(C=C(C=C1)CNC)NC(=O)C2=CC=C(C=C2)NC3=NC4=CC=CC=C4C(=N3)C5=CC=CC=C5	BMS-833923
COC1=CC=CC=C1N2CCN(CC2)CCN3C(=O)CC4(CCCC4)CC3=O.Cl.Cl	21102-95-4
CC(C)(C)C1=CC=C(C=C1)S(=O)(=O)NC2=C(C(=NC(=N2)C3=NC=CC=N3)OCCO)OC4=CC=CC=C4OC.O	Bosentan hydrate
C1CN=C(N1)NC2=C(C3=NC=CN=C3C=C2)Br.C(C(C(=O)O)O)(C(=O)O)O	BRIMONIDINE TARTRATE
CCNC1CN(S(=O)(=O)C2=C1C=C(S2)S(=O)(=O)N)CCCOC	Brinzolamide
CC1=CC2=C(N1)C=CC(=C2F)OC3=NC=NN4C3=C(C(=C4)OCC(C)OC(=O)C(C)N)C	Brivanib alaninate
C1CN(CCN1CC(C(C2=CC=CC=C2)C3=CC=CC=C3)O)C4=CC(=CC=C4)Cl.Cl.Cl	193611-72-2
CN1CCC(CC1)C2=CNC3=C2C=C(C=C3)O	57477-39-1
C1=CC(=C(C(=C1)CC(=O)[O-])N)C(=O)C2=CC=C(C=C2)Br.[Na+]	BROMFENAC SODIUM
CN(CC1=CC(=CC(=C1N)Br)Br)C2CCCCC2.Cl	Bromhexine hydrochloride
CN(C)CCC(C1=CC=C(C=C1)Br)C2=CC=CC=N2.C(=CC(=O)O)C(=O)O	Brompheniramine maleate
C1=CC2=C(C(=C(C=C2Br)Br)O)N=C1	broxyquinoline
COC1=C(C=C2C(=C1)C34CCN5C3CC6C7C4N2C(=O)CC7OCC=C6C5)OC	BRUCINE
CC(C)C1=C2N=C(C=C(N2N=C1)NCC3=CC=CC=C3)NCCCCCCN.Cl	BS-181 HCl
CCCC1OC2CC3C4CCC5=CC(=O)C=CC5(C4C(CC3(C2(O1)C(=O)CO)C)O)C	budesonide
COC1=CC(=C(C(=C1)OC)C(=O)CCCN2CCCC2)OC.Cl	Buflomedil hydrochloride
CCCCN1CCCCC1C(=O)NC2=C(C=CC=C2C)C.Cl	Bupivacaine hydrochloride
C1CCC2(C1)CC(=O)N(C(=O)C2)CCCCN3CCN(CC3)C4=NC=CC=N4.Cl	Buspirone hydrochloride
C1=CC(=C(C=C1C=CC(=O)C2=C(C=C(C=C2)O)O)O)O	butein
CC(C)(C)C1=CC=C(C=C1)CN(C)CC2=CC=CC3=CC=CC=C32.Cl	Butenafine hydrochloride
C1=CC(=C(C(=C1)Cl)SC(CCC2=CC=C(C=C2)Cl)CN3C=CN=C3)Cl.[N+](=O)(O)[O-]	BUTOCONAZOLE NITRATE
CCCC[N+]1(C2CC(CC1C3C2O3)OC(=O)C(CO)C4=CC=CC=C4)C.[Br-]	scopolamine butylbromide
C1=CC(=C(C=C1C=CC(=O)O)O)O	caffeic acid
C1=CC=C(C=C1)CCOC(=O)C=CC2=CC(=C(C=C2)O)O	Caffeic acid phenethyl ester
CC(CCCC(C)(C)O)C1CCC2C1(CCCC2=CC=C3CC(CCC3=C)O)C	Calcifediol
CC(CCCC(C)(C)O)C1CCC2C1(CCCC2=CC=C3CC(CC(C3=C)O)O)C	calcitriol
C(C(C(C(C(C(C(=O)[O-])O)O)O)O)O)O.C(C(C(C(C(C(C(=O)[O-])O)O)O)O)O)O.[Ca+2]	CALCIUM GLUCEPTATE
CN(C)C(=O)COC(=O)CC1=CC=C(C=C1)OC(=O)C2=CC=C(C=C2)N=C(N)N.CS(=O)(=O)O	Camostat mesylate
CC1=C(C=C(C=C1)C2C(C(C(C(O2)CO)O)O)O)CC3=CC=C(S3)C4=CC=C(C=C4)F	Canagliflozin
CCOC1=NC2=CC=CC(=C2N1CC3=CC=C(C=C3)C4=CC=CC=C4C5=NNN=N5)C(=O)O	candesartan
CCOC1=NC2=CC=CC(=C2N1CC3=CC=C(C=C3)C4=CC=CC=C4C5=NNN=N5)C(=O)OC(C)OC(=O)OC6CCCCC6	Candesartan cilexetil
CCCCCOC(=O)NC1=NC(=O)N(C=C1F)C2C(C(C(O2)C)O)O	CAPECITABINE
CC(CS)C(=O)N1CCCC1C(=O)O	captopril
COC(=O)N=NC=C1C=[N+](C2=CC=CC=C2N1O)[O-]	UNII-M2X04R2E2Y
C1=CC=C2C(=C1)C=CC3=CC=CC=C3N2C(=O)N	carbamazepine
CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=CC=C3)C(=O)[O-])C(=O)[O-])C.[Na+].[Na+]	Carbenicillin disodium
CC1(C2CCC3(C(C2(CCC1OC(=O)CCC(=O)[O-])C)C(=O)C=C4C3(CCC5(C4CC(CC5)(C)C(=O)[O-])C)C)C)C.[Na+].[Na+]	CARBENOXOLONE SODIUM
CC(CC1=CC(=C(C=C1)O)O)(C(=O)O)NN	carbidopa
CCOC(=O)N1C=CN(C1=S)C	Carbimazole
CC(C1=CC2=C(C=C1)C3=C(N2)C=CC(=C3)Cl)C(=O)O	carprofen
CCC(C)CC(C)CCCCCCCCC(=O)NC1CC(C(NC(=O)C2C(CCN2C(=O)C(NC(=O)C(NC(=O)C3CC(CN3C(=O)C(NC1=O)C(C)O)O)C(C(C4=CC=C(C=C4)O)O)O)C(CCN)O)O)NCCN)O.CC(=O)O.CC(=O)O	Caspofungin acetate
CCC1=CC2CC3(C1N(C2)CCC4=C3NC5=CC=CC=C45)C(=O)OC	Catharanthine
CC(C)(C)C1=NN(C(=C1)C(=O)NC(CC2=CC(=CC=C2)Cl)C(=O)NCC#N)C	Cathepsin inhibitor 1
C1=CC(=CC=C1C2=CC=C(O2)C=C3C(=O)NC(=O)S3)F	CAY10505
CC1=CC=C(C=C1)N2C(=O)N(C(=O)S2)CC3=CC=C(C=C3)F	883050-24-6
CCN1CCN(C(=O)C1=O)C(=O)NC(C2=CC=C(C=C2)O)C(=O)NC3C4N(C3=O)C(=C(CS4)CSC5=NN=NN5C)C(=O)O	cefoperazone
CON=C(C1=CSC(=N1)N)C(=O)NC2C3N(C2=O)C(=C(CS3)CN4C=CC(=N)N4CCO)C(=O)O.OS(=O)(=O)O	Cefoselis sulfate
CON=C(C1=CSC(=N1)N)C(=O)NC2C3N(C2=O)C(=C(CS3)CSC(=O)C4=CC=CO4)C(=O)O.Cl	Ceftiofur hydrochloride
CC(C)(C1=CC(=NO1)NC(=O)NC2=CC(=CC=C2)OC3=NC=NC4=CC(=C(C=C43)OC)OC)C(F)(F)F	CEP-32496
CC1=C(N2C(C(C2=O)NC(=O)C(C3=CC=CC=C3)N)SC1)C(=O)O	cephalexin
CC=C(C)C(=O)NC(C1=CC=CC=C1)C(C(=O)OC2CC3(C(C4C(C(CC5C4(CO5)OC(=O)C)O)(C(=O)C(C(=C2C)C3(C)C)OC(=O)C)C)OC(=O)C6=CC=CC=C6)O)O	Cephalomannine
CN1CCC2=CC3=C(C4=C2C1CC5=CC=C(C=C5)OC6=C(C=CC(=C6)CC7C8=CC(=C(C=C8CCN7C)OC)O4)OC)OCO3	CEPHARANTHINE
C1CN(CCN1CCOCC(=O)O)C(C2=CC=CC=C2)C3=CC=C(C=C3)Cl.Cl.Cl	Cetirizine dihydrochloride
CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-]	Cetrimonium bromide
CCCCCCCCCCCCCCCC[N+]1=CC=CC=C1.[Cl-]	cetylpyridinium chloride
C1=CC(=CC(=C1)N2C(=O)C(=CC3=CC=C(C=C3)C(=O)O)SC2=S)C(F)(F)F	CFTRinh-172
C1=CC=C(C=C1)C(C2=CC=CC=C2)C(=O)NC(C(Cl)(Cl)Cl)NC(=S)NC3=CC(=C(C=C3)F)[N+](=O)[O-]	CGK733
CCNC(=O)C1C(C(C(O1)N2C=NC3=C2N=C(N=C3N)NCCC4=CC=C(C=C4)CCC(=O)O)O)O.Cl	CGS 21680 hydrochloride
CC(CCC(=O)O)C1CCC2C1(CCC3C2C(CC4C3(CCC(C4)O)C)O)C	chenodeoxycholic acid
CC1=CN=C(N1)C2=CN=C(N=C2C3=C(C=C(C=C3)Cl)Cl)NCCNC4=NC=C(C=C4)C#N.Cl	CHIR-99021 HCl
C1C(C(C(CC1(C(=O)O)O)OC(=O)C=CC2=CC(=C(C=C2)O)O)O)O	CHLOROGENIC ACID
CN(C)CCC(C1=CC=C(C=C1)Cl)C2=CC=CC=N2.C(=CC(=O)O)C(=O)O	Chlorpheniramine maleate
CN(C)CCCN1C2=CC=CC=C2SC3=C1C=C(C=C3)Cl.Cl	Chlorpromazine hydrochloride
CCCNC(=O)NS(=O)(=O)C1=CC=C(C=C1)Cl	chlorpropamide
CN(C)CCC=C1C2=CC=CC=C2SC3=C1C=C(C=C3)Cl	chlorprothixene
CN(C)CCC=C1C2=CC=CC=C2SC3=C1C=C(C=C3)Cl	chlorprothixene
CC1=NC2=C(C=C1)C(=CC(=C2O)Cl)Cl	Chlorquinaldol
C1=CC2=C(C=C1Cl)NC(=O)O2	chlorzoxazone
C[N+](C)(C)CCO.[Cl-]	CHOLINE CHLORIDE
C1=CC=C2C(=C1)C(=O)C=C(O2)C(=O)O	chromocarb
CCOC(=O)C(CCC1=CC=CC=C1)NC2CCCN3CCCC(N3C2=O)C(=O)O.O	CILAZAPRIL MONOHYDRATE
CC(C)C1C(=O)NC(C(=O)NCC(=O)NC(C(=O)NC(C(=O)N1C)CC2=CC=CC=C2)CC(=O)O)CCCN=C(N)N	Cilengitide
CC1=C(C(C(=C(N1)C)C(=O)OCC=CC2=CC=CC=C2)C3=CC(=CC=C3)[N+](=O)[O-])C(=O)OCCOC	cilnidipine
CC(C1=CC=CC2=CC=CC=C21)NCCCC3=CC(=CC=C3)C(F)(F)F.Cl	Cinacalcet hydrochloride
C=CC1CN2CCC1CC2C(C3=CC=NC4=CC=CC=C34)O	CINCHONIDINE
C1=CC=C(C=C1)C2=NC3=CC=CC=C3C(=C2)C(=O)O	Cinchophen
COC1=CC(=CC(=C1OC)OC)C=CC(=O)N2CCN(CC2)CC(=O)N3CCCC3.C(=CC(=O)O)C(=O)O	cinepazide maleate
CCN1C2=CC3=C(C=C2C(=O)C(=N1)C(=O)O)OCO3	cinoxacin
C1CC1C(=O)C2=CC=C(C=C2)OCCCC3=CN=CN3	ciproxifan
C[N+]1(CCC2=CC(=C(C=C2C1CC3=CC(=C(C=C3)OC)OC)OC)OC)CCC(=O)OCCCCCOC(=O)CC[N+]4(CCC5=CC(=C(C=C5C4CC6=CC(=C(C=C6)OC)OC)OC)OC)C.C1=CC=C(C=C1)S(=O)(=O)[O-].C1=CC=C(C=C1)S(=O)(=O)[O-]	Cisatracurium besylate
CCC1C(C(C(C(=O)C(CC(C(C(C(C(C(=O)O1)C)OC2CC(C(C(O2)C)O)(C)OC)C)OC3C(C(CC(O3)C)N(C)C)O)(C)OC)C)C)O)(C)O	clarithromycin
CC(C1=CC=CC=C1)(C2=CC=C(C=C2)Cl)OCCC3CCCN3C.C(=CC(=O)O)C(=O)O	CLEMASTINE FUMARATE
CCCC(=O)OCOC(=O)C1=C(NC(=C(C1C2=C(C(=CC=C2)Cl)Cl)C(=O)OC)C)C	Clevidipine
CC1=CN(C(=O)NC1=O)C2C(C(C(O2)CO)O)F	Clevudine
CC(C)(C)C(=O)C(N1C=CN=C1)OC2=CC=C(C=C2)Cl	Climbazole
CCCC1CC(N(C1)C)C(=O)NC(C2C(C(C(C(O2)SC)O)O)O)C(C)Cl	clindamycin
CCCC1CC(N(C1)C)C(=O)NC(C2C(C(C(C(O2)SC)O)O)O)C(C)Cl.Cl	Clindamycin hydrochloride
CC(C)N=C1C=C2C(=NC3=CC=CC=C3N2C4=CC=C(C=C4)Cl)C=C1NC5=CC=C(C=C5)Cl	clofazimine
CC(C)(C(=O)O)OC1=CC=C(C=C1)Cl	clofibric acid
CCN(CC)CCOC1=CC=C(C=C1)C(=C(C2=CC=CC=C2)Cl)C3=CC=CC=C3.C(C(=O)O)C(CC(=O)O)(C(=O)O)O	Clomifene citrate
CN(C)CCCN1C2=CC=CC=C2CCC3=C1C=C(C=C3)Cl.Cl	Clomipramine hydrochloride
C1CN=C(N1)NC2=C(C=CC=C2Cl)Cl.Cl	CLONIDINE HYDROCHLORIDE
CC(C)NCC(C1=CC=CC=C1Cl)O.Cl	clorprenaline hydrochloride
CC1=CC(=C(C=C1NC(=O)C2=CC(=CC(=C2O)I)I)Cl)C(C#N)C3=CC=C(C=C3)Cl	Closantel
CC1=CC(=C(C=C1NC(=O)C2=CC(=CC(=C2O)I)I)Cl)C(C#N)C3=CC=C(C=C3)Cl.[Na]	Closantel sodium
CC1=C(C(=NO1)C2=CC=CC=C2Cl)C(=O)NC3C4N(C3=O)C(C(S4)(C)C)C(=O)[O-].O.[Na+]	Cloxacillin sodium
CC1=C(C(=NO1)C2=CC=CC=C2Cl)C(=O)NC3C4N(C3=O)C(C(S4)(C)C)C(=O)[O-].[Na+]	Cloxacillin sodium
CNC(=O)C1=NC=CC(=C1)OC2=CC=C(C=C2)NC3=NC=C(C(=N3)NC4=CC(=CC=C4)NC(=O)C=C)F	CNX-774
CC(=O)N1CCN(CC1)C2=CC(=C(C=C2)NC3=NC=C(C(=N3)NC4=CC(=CC=C4)NC(=O)C=C)C(F)(F)F)OC	Rociletinib
CC(C)C1=NC(=CS1)CN(C)C(=O)NC(CCN2CCOCC2)C(=O)NC(CCC(CC3=CC=CC=C3)NC(=O)OCC4=CN=CS4)CC5=CC=CC=C5	Cobicistat
CC1=NC2=C(N1)CCN(C3=CC=CC=C32)C(=O)C4=CC=C(C=C4)NC(=O)C5=CC=CC=C5C6=CC=CC=C6.Cl	Conivaptan hydrochloride
CC(=O)OCC(=O)C1(CCC2C1(CC(=O)C3C2CCC4=CC(=O)CCC34C)C)O	CORTISONE ACETATE
C1=CC=C2C(=C1)C=CC(=O)O2	coumarin
CN(C)C1=CC=C(C=C1)C(=C2C=CC(=[N+](C)C)C=C2)C3=CC=C(C=C3)N(C)C.[Cl-]	Crystal violet
CC1=C(N=C(N1C2=CC=C(C=C2)OC(F)(F)F)C)C#CC3=CC(=NC=C3)Cl	CTEP
CC1CCC2C13CC(C(O3)(CC2=C)O)C(C)C	Curcumol
C1CCC(CC1)NS(=O)(=O)O	Cyclamic acid
CC1CC(CC(C1)(C)C)OC(=O)C(C2=CC=CC=C2)O	cyclandelate
CN1CCN(CC1)C(C2=CC=CC=C2)C3=CC=CC=C3.Cl.Cl	Cyclizine 2HCl
C1=CN2C3C(C(C(O3)CO)O)OC2=NC1=N.Cl	Cyclocytidine hydrochloride
CN1CCC(=C2C3=CC=CC=C3C=CC4=CC=CC=C42)CC1.Cl	cyproheptadine hydrochloride
CC(=O)C1(CCC2C1(CCC3C2C=C(C4=CC(=O)C5CC5C34C)Cl)C)OC(=O)C	CYPROTERONE ACETATE
C1CC1NC2=NC(=NC(=N2)N)N	CYROMAZINE
C(CS)N.Cl	Cysteamine hydrochloride
CC(C)(C)NS(=O)(=O)C1=CN=CC(=C1)C2=CN3C(=NC(=N3)N)C(=C2)F	CZC24832
C(C(C(C(C(CO)O)O)O)O)O	D-mannitol
CCCCCCOC(=O)N=C(C1=CC=C(C=C1)NCC2=NC3=C(N2C)C=CC(=C3)C(=O)N(CCC(=O)OCC)C4=CC=CC=N4)N	BIBR-1048
CCCCCCOC(=O)N=C(C1=CC=C(C=C1)NCC2=NC3=C(N2C)C=CC(=C3)C(=O)N(CCC(=O)OCC)C4=CC=CC=N4)N	BIBR-1048
CC(C)C(C(=O)N1CCCC1C2=NC=C(N2)C3=CC=C(C=C3)C4=CC=C(C=C4)C5=CN=C(N5)C6CCCN6C(=O)C(C(C)C)NC(=O)OC)NC(=O)OC	Daclatasvir
COC1=C(C=C2C(=C1)N=CN=C2NC3=CC(=C(C=C3)F)Cl)NC(=O)C=CCN4CCCCC4	Dacomitinib
CCC(CC)CC1(CCCCC1)C(=O)NC2=CC=CC=C2SC(=O)C(C)C	Dalcetrapib
CC(C)(C)OC(=O)NC1CCCCCC=CC2CC2(NC(=O)C3CC(CN3C1=O)OC(=O)N4CC5=C(C4)C(=CC=C5)F)C(=O)NS(=O)(=O)C6CC6	DANOPREVIR
CCOC1=CC=C(C=C1)CC2=C(C=CC(=C2)C3C(C(C(C(O3)CO)O)O)O)Cl	Dapagliflozin
CC1=CC(=C(C(=C1)C)NC2=NC(=NC=C2)NC3=CC=C(C=C3)C#N)C	Dapivirine
CN(C)C(CCOC1=CC=CC2=CC=CC=C21)C3=CC=CC=C3.Cl	Dapoxetine hydrochloride
C1CN(CC1C(C2=CC=CC=C2)(C3=CC=CC=C3)C(=O)N)CCC4=CC5=C(C=C4)OCC5.Br	Darifenacin hydrobromide
CCO.CC(C)CN(CC(C(CC1=CC=CC=C1)NC(=O)OC2COC3C2CCO3)O)S(=O)(=O)C4=CC=C(C=C4)N	Darunavir ethanolate
C[N+](C)(C)CCCCCCCCCC[N+](C)(C)C.[Br-].[Br-]	DECAMETHONIUM BROMIDE
CC1=NC2(C(O1)CC3C2(CC(C4C3CCC5=CC(=O)C=CC45C)O)C)C(=O)COC(=O)C	DEFLAZACORT
CC12CCC3C(C1CCC2=O)CC=C4C3(CCC(C4)O)C	Dehydroepiandrosterone
C1CCOC(C1)OC2=CC=C(C=C2)O	Deoxyarbutin
C1CC2=C(C=CC(=C2)Cl)C(=C3CCNCC3)C4=C1C=CC=N4	Desloratadine
CN(C)CC(C1=CC=C(C=C1)O)C2(CCCCC2)O	Desvenlafaxine
CN(C)CC(C1=CC=C(C=C1)O)C2(CCCCC2)O.C(CC(=O)O)C(=O)O.O	386750-22-7
CC1=C(C(=CC=C1)CC2=CN=CN2)C.Cl	DETOMIDINE HYDROCHLORIDE
CC1=C(C=CN=C1CS(=O)C2=NC3=CC=CC=C3N2)OCC(F)(F)F	dexlansoprazole
CC1=C(C(=CC=C1)C(C)C2=CN=CN2)C	DEXMEDETOMIDINE
C(C(C(C(C(C=O)O)O)O)O)O	D(+)-Glucose
CC(=O)OC1=CC=CC2=C1C(=O)C3=C(C=C(C=C3C2=O)C(=O)O)OC(=O)C	Diacerein
C1=CC=C2C(=C1)C3=CC=CC=C3S2	dibenzothiophene
CCCCOC1=NC2=CC=CC=C2C(=C1)C(=O)NCCN(CC)CC.Cl	Dibucaine hydrochloride
CCNCC.C1=CC=C(C(=C1)CC(=O)O)NC2=C(C=CC=C2Cl)Cl	Diclofenac diethylamine
C1=CC=C(C(=C1)CC(=O)[O-])NC2=C(C=CC=C2Cl)Cl.[K+]	Diclofenac potassium
C1=CC=C(C(=C1)CC(=O)[O-])NC2=C(C=CC=C2Cl)Cl.[Na+]	Diclofenac sodium
CC1=C(C(=NO1)C2=C(C=CC=C2Cl)Cl)C(=O)NC3C4N(C3=O)C(C(S4)(C)C)C(=O)[O-].[Na+]	Dicloxacillin sodium
CC1=C(C(=NO1)C2=C(C=CC=C2Cl)Cl)C(=O)NC3C4N(C3=O)C(C(S4)(C)C)C(=O)[O-].O.[Na+]	Dicloxacillin sodium
CCN(CC)CCOC(=O)C1(CCCCC1)C2CCCCC2.Cl	Dicyclomine hydrochloride
CC12CCC3=C4CCC(=O)C=C4CCC3C1CCC2(CC#N)O	Dienogest
CCC(=C(CC)C1=CC=C(C=C1)O)C2=CC=C(C=C2)O	diethylstilbestrol
CN1CCN(CC1)C2=C(C=C3C(=C2)N(C=C(C3=O)C(=O)O)C4=CC=C(C=C4)F)F.Cl	DIFLOXACIN HYDROCHLORIDE
CCCC(=O)OC1(CCC2C1(CC(C3(C2CC(C4=CC(=O)C=CC43C)F)F)O)C)C(=O)COC(=O)C	difluprednate
CC1CCC2C(C(OC3C24C1CCC(O3)(OO4)C)O)C	Dihydroartemisinin
CC1CCC2C(C(OC3C24C1CCC(O3)(OO4)C)O)C	Dihydroartemisinin
CC(=O)OC1C(SC2=CC=CC=C2N(C1=O)CCN(C)C)C3=CC=C(C=C3)OC.Cl	Diltiazem hydrochloride
CN(C)CCCSC(=N)N.Cl.Cl	Dimaprit Dihydrochloride
C(CS(=O)(=O)[O-])SSCCS(=O)(=O)[O-].[Na+].[Na+]	Dimesna
COC(=O)C=CC(=O)OC	Dimethyl fumarate
CC(=O)NCC(=O)O.CC(=O)NCC(=O)O.C1=CC(=CC=C1C(=N)N)NN=NC2=CC=C(C=C2)C(=N)N	Diminazene aceturate
CC1CCC2(C(C3C(O2)CC4C3(CCC5C4CC=C6C5(CCC(C6)OC7C(C(C(C(O7)CO)OC8C(C(C(C(O8)C)O)O)O)O)OC9C(C(C(C(O9)C)O)O)O)C)C)C)OC1	Dioscin
CC1C(C(C(C(O1)OCC2C(C(C(C(O2)OC3=CC(=C4C(=C3)OC(=CC4=O)C5=CC(=C(C=C5)OC)O)O)O)O)O)O)O)O	diosmin
C1CCN(CC1)CC(COC(=O)NC2=CC=CC=C2)OC(=O)NC3=CC=CC=C3.Cl	DIPERODON HYDROCHLORIDE
